"Rk","Gtm","Date","Var.4","Opp","Rslt","PA","AB","R","H","X2B","X3B","HR","RBI","BB","IBB","SO","HBP","SH","SF","ROE","GDP","SB","CS","BA","OBP","SLG","OPS","LOB","X.","Thr","Opp..Starter..GmeSc.","Team","Field"
146,146,"Sep 14","","NYM","W,14-6",41,38,14,14,5,0,2,13,2,0,11,0,0,1,1,1,2,0,0.255,0.338,0.442,0.78,3,"17","R","S.Lugo(14)","CHC","Home"
147,147,"Sep 15","","STL","W,8-2",36,31,8,8,0,0,1,8,3,0,10,1,0,1,1,1,0,0,0.256,0.338,0.441,0.779,4,"19","R","C.Martinez(30)","CHC","Home"
148,148,"Sep 16","","STL","W,4-1",40,34,4,10,3,0,1,4,6,1,10,0,0,0,0,0,1,0,0.256,0.338,0.441,0.78,12,"15","R","M.Wacha(47)","CHC","Home"
149,149,"Sep 17","","STL","W,4-3",40,33,4,11,1,0,1,4,5,0,8,1,1,0,0,1,0,0,0.256,0.339,0.442,0.781,12,"19","R","L.Lynn(41)","CHC","Home"
150,150,"Sep 19","@","TBR","W,2-1",33,32,2,6,2,0,1,2,1,0,9,0,0,0,0,0,1,0,0.256,0.338,0.441,0.779,4,"11","R","C.Archer(61)","CHC","Away"
151,151,"Sep 20","@","TBR","L,1-8",34,29,1,5,2,0,0,1,4,0,8,0,1,0,0,2,0,0,0.255,0.338,0.44,0.778,6,"14","L","B.Snell(75)","CHC","Away"
152,152,"Sep 21","@","MIL","W,5-3",43,37,5,12,1,1,2,5,6,1,5,0,0,0,0,2,0,1,0.256,0.339,0.441,0.779,8,"20","R","Z.Davies(56)","CHC","Away"
153,153,"Sep 22","@","MIL","W,5-4",44,35,5,9,1,0,0,5,6,2,8,1,2,0,0,2,1,0,0.256,0.339,0.44,0.779,9,"19","R","B.Woodruff(42)","CHC","Away"
154,154,"Sep 23","@","MIL","L,3-4",40,33,3,8,1,0,0,3,4,2,8,0,2,1,0,0,1,1,0.256,0.339,0.439,0.777,7,"15","L","B.Suter(54)","CHC","Away"
155,155,"Sep 24","@","MIL","W,5-0",36,34,5,10,2,0,1,5,2,0,12,0,0,0,0,2,1,1,0.256,0.339,0.439,0.777,4,"10","R","C.Anderson(54)","CHC","Away"
156,156,"Sep 25","@","STL","W,10-2",43,38,10,12,2,0,2,10,5,0,7,0,0,0,1,2,0,0,0.256,0.339,0.439,0.778,6,"18","R","L.Weaver(14)","CHC","Away"
157,157,"Sep 26","@","STL","L,7-8",44,34,7,7,2,1,2,7,7,0,15,2,0,0,0,0,1,0,0.256,0.339,0.44,0.779,10,"20","R","C.Martinez(47)","CHC","Away"
158,158,"Sep 27","@","STL","W,5-1",36,33,5,8,3,0,1,5,2,1,9,1,0,0,0,2,0,0,0.256,0.339,0.44,0.779,4,"16","R","M.Wacha(45)","CHC","Away"
159,159,"Sep 28","@","STL","W,2-1",44,40,2,7,1,0,1,2,4,0,11,0,0,0,0,0,0,0,0.255,0.339,0.438,0.777,9,"15","R","L.Lynn(58)","CHC","Away"
160,160,"Sep 29","","CIN","W,5-4",35,30,5,9,0,0,1,5,3,0,5,0,1,1,0,2,0,0,0.256,0.339,0.438,0.777,6,"15","R","R.Stephenson(51)","CHC","Home"
161,161,"Sep 30","","CIN","W,9-0",41,33,9,10,1,0,2,9,7,0,7,0,0,1,1,0,0,1,0.256,0.339,0.439,0.778,8,"21","R","J.Stephens(40)","CHC","Home"
162,162,"Oct 1","","CIN","L,1-3",31,31,1,3,0,0,1,1,0,0,7,0,0,0,1,0,0,0,0.255,0.338,0.437,0.775,3,"20","R","D.McGuire(65)","CHC","Home"
1,1,"Apr 4","","DET","L,3-6",37,34,3,8,3,0,0,3,2,0,11,1,0,0,0,0,0,0,0.235,0.297,0.324,0.621,7,"9","R","J.Verlander(61)","CHW","Home"
2,2,"Apr 6","","DET","W,11-2",42,34,11,10,1,1,3,11,6,0,9,1,1,0,1,0,0,1,0.265,0.359,0.485,0.844,7,"10","L","M.Boyd(25)","CHW","Home"
3,3,"Apr 7","","MIN","L,1-3",36,34,1,7,1,0,0,1,2,0,8,0,0,0,0,0,1,0,0.245,0.325,0.402,0.727,8,"11","R","P.Hughes(61)","CHW","Home"
4,4,"Apr 8","","MIN","W,6-2",34,30,6,8,1,1,2,5,3,0,4,1,0,0,1,2,2,2,0.25,0.331,0.439,0.77,4,"9","L","A.Mejia(39)","CHW","Home"
5,5,"Apr 9","","MIN","L,1-4",38,32,1,5,0,0,0,1,5,0,7,1,0,0,0,0,1,0,0.232,0.323,0.384,0.707,10,"12","R","E.Santana(70)","CHW","Home"
6,6,"Apr 11","@","CLE","L,1-2",35,35,1,6,3,0,1,1,0,0,12,0,0,0,0,0,0,1,0.221,0.299,0.377,0.676,4,"11","R","C.Carrasco(72)","CHW","Away"
7,7,"Apr 12","@","CLE","W,2-1",34,31,2,4,1,0,0,2,2,0,13,1,0,0,1,0,0,1,0.209,0.286,0.348,0.634,5,"9","R","D.Salazar(65)","CHW","Away"
8,8,"Apr 13","@","CLE","W,10-4",46,42,10,15,3,0,2,10,4,0,7,0,0,0,0,0,0,0,0.232,0.306,0.382,0.688,9,"9","R","J.Tomlin(10)","CHW","Away"
9,9,"Apr 14","@","MIN","W,2-1",34,31,2,7,2,0,1,2,3,0,6,0,0,0,0,1,0,1,0.231,0.304,0.383,0.687,5,"9","L","A.Mejia(56)","CHW","Away"
10,10,"Apr 15","@","MIN","L,0-6",29,28,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0.215,0.286,0.353,0.639,2,"10","R","E.Santana(92)","CHW","Away"
11,11,"Apr 16","@","MIN","W,3-1",42,38,3,10,2,0,1,3,0,0,8,2,1,1,0,0,0,0,0.22,0.286,0.358,0.644,9,"10","L","H.Santiago(71)","CHW","Away"
12,12,"Apr 17","@","NYY","L,4-7",37,34,4,11,1,0,1,4,3,0,5,0,0,0,0,4,0,0,0.228,0.294,0.365,0.659,6,"10","L","J.Montgomery(48)","CHW","Away"
13,13,"Apr 18","@","NYY","W,4-1",31,31,4,3,0,0,2,4,0,0,11,0,0,0,1,0,0,0,0.219,0.281,0.359,0.641,0,"9","R","L.Severino(72)","CHW","Away"
14,14,"Apr 19","@","NYY","L,1-9",34,32,1,6,4,0,0,1,2,0,7,0,0,0,0,1,0,0,0.217,0.278,0.356,0.634,6,"9","R","M.Tanaka(65)","CHW","Away"
15,15,"Apr 21","","CLE","L,0-3",29,27,0,3,0,0,0,0,2,0,9,0,0,0,0,2,0,0,0.211,0.272,0.343,0.615,2,"9","R","C.Kluber(88)","CHW","Home"
16,16,"Apr 22","","CLE","L,0-7",30,29,0,3,0,0,0,0,1,0,10,0,0,0,0,0,0,1,0.205,0.265,0.33,0.595,3,"10","R","C.Carrasco(83)","CHW","Home"
17,17,"Apr 23","","CLE","W,6-2",41,33,6,10,2,0,0,4,5,0,15,1,1,1,2,1,1,0,0.211,0.274,0.332,0.605,11,"9","R","D.Salazar(43)","CHW","Home"
18,18,"Apr 24","","KCR","W,12-1",41,37,12,15,2,1,1,12,3,0,8,0,1,0,1,2,1,0,0.223,0.285,0.348,0.633,5,"10","L","J.Vargas(44)","CHW","Home"
19,19,"Apr 25","","KCR","W,10-5",42,36,10,14,5,1,0,10,4,0,3,1,0,1,1,1,0,0,0.232,0.295,0.361,0.657,8,"9","L","D.Duffy(22)","CHW","Home"
20,20,"Apr 26","","KCR","W,5-2",33,33,5,9,3,0,2,5,0,0,6,0,0,0,0,0,2,0,0.234,0.294,0.371,0.665,4,"10","R","N.Karns(47)","CHW","Home"
21,21,"Apr 28","@","DET","W,7-3",42,39,7,12,2,0,3,7,3,1,7,0,0,0,3,1,0,2,0.239,0.298,0.383,0.68,8,"9","L","M.Boyd(54)","CHW","Away"
22,22,"Apr 29","@","DET","W,6-4",44,37,6,9,0,1,3,6,4,0,9,2,0,1,0,1,0,0,0.239,0.3,0.391,0.691,8,"11","R","M.Fulmer(52)","CHW","Away"
23,23,"Apr 30","@","DET","L,3-7",37,34,3,8,0,1,1,3,3,0,11,0,0,0,0,1,0,0,0.239,0.3,0.39,0.69,7,"10","R","J.Zimmermann(44)","CHW","Away"
24,24,"May 1","@","KCR","L,1-6",36,32,1,5,0,0,0,1,4,0,6,0,0,0,0,0,0,0,0.235,0.298,0.381,0.679,8,"9","L","J.Vargas(56)","CHW","Away"
25,25,"May 2","@","KCR","W,6-0",40,35,6,11,1,0,0,6,3,0,5,1,0,1,0,2,0,0,0.239,0.301,0.379,0.681,7,"9","L","D.Duffy(24)","CHW","Away"
26,26,"May 3","@","KCR","L,1-6",32,31,1,2,0,0,1,1,1,0,11,0,0,0,1,0,1,0,0.232,0.294,0.372,0.666,4,"10","R","N.Karns(76)","CHW","Away"
27,27,"May 4","@","KCR","W,8-3",42,36,8,11,2,0,2,8,3,0,8,2,0,1,1,1,0,1,0.235,0.298,0.378,0.676,7,"9","R","I.Kennedy(35)","CHW","Away"
28,28,"May 5","@","BAL","L,2-4",39,37,2,12,1,0,0,2,2,1,6,0,0,0,0,2,0,0,0.239,0.3,0.377,0.677,10,"11","L","W.Miley(46)","CHW","Away"
29,29,"May 6","@","BAL","L,5-6",37,34,5,8,1,0,2,5,1,0,6,1,0,1,0,0,0,0,0.239,0.299,0.379,0.678,5,"9","R","D.Bundy(50)","CHW","Away"
30,30,"May 7","@","BAL","L,0-4",38,35,0,8,0,0,0,0,3,0,6,0,0,0,0,1,0,0,0.238,0.299,0.374,0.673,11,"9","R","C.Tillman(62)","CHW","Away"
31,31,"May 9","","MIN","L,2-7",35,30,2,4,0,0,0,2,5,0,10,0,0,0,0,0,0,0,0.235,0.297,0.367,0.664,6,"9","L","H.Santiago(61)","CHW","Home"
32,32,"May 11","","MIN","L,6-7",39,33,6,8,2,0,2,6,4,0,8,0,1,1,1,0,0,0,0.236,0.298,0.371,0.669,6,"10","R","P.Hughes(34)","CHW","Home"
33,33,"May 12","","SDP","L,3-6",37,35,3,8,1,0,2,3,1,0,6,1,0,0,0,0,0,0,0.235,0.297,0.372,0.67,7,"10","R","J.Chacin(51)","CHW","Home"
34,34,"May 13","","SDP","W,5-4",38,33,5,10,1,0,1,4,3,0,9,0,2,0,1,1,1,0,0.237,0.299,0.374,0.673,8,"9","R","T.Cahill(48)","CHW","Home"
35,35,"May 14","","SDP","W,9-3",41,32,9,9,1,0,0,7,7,0,4,2,0,0,2,2,1,0,0.239,0.303,0.372,0.676,8,"11","R","J.Weaver(59)","CHW","Home"
36,36,"May 15","@","LAA","L,3-5",35,31,3,5,0,1,1,3,2,0,7,1,1,0,0,0,1,0,0.237,0.302,0.371,0.673,5,"9","R","J.Chavez(59)","CHW","Away"
37,37,"May 16","@","LAA","L,6-7",45,42,6,11,3,0,2,6,2,0,6,0,1,0,0,0,0,1,0.237,0.302,0.374,0.676,6,"10","R","J.Ramirez(61)","CHW","Away"
38,38,"May 17","@","LAA","L,8-12",42,40,8,15,2,1,1,7,2,0,14,0,0,0,0,1,0,1,0.242,0.305,0.38,0.685,7,"10","R","M.Shoemaker(49)","CHW","Away"
39,39,"May 18","@","SEA","L,4-5",38,36,4,9,2,1,3,4,1,0,5,1,0,0,0,0,2,0,0.242,0.304,0.386,0.69,7,"10","R","S.Gaviglio(62)","CHW","Away"
40,40,"May 19","@","SEA","W,2-1",39,35,2,7,1,0,1,2,2,0,11,1,1,0,0,0,0,1,0.241,0.303,0.384,0.688,7,"11","L","A.Miranda(72)","CHW","Away"
41,41,"May 20","@","SEA","W,16-1",47,43,16,19,3,0,4,16,2,0,4,0,0,2,1,1,0,0,0.247,0.308,0.397,0.704,4,"9","R","Y.Gallardo(7)","CHW","Away"
42,42,"May 21","@","SEA","W,8-1",42,36,8,10,1,0,1,7,6,0,7,0,0,0,1,1,0,0,0.248,0.309,0.397,0.706,7,"10","R","C.Heston(17)","CHW","Away"
43,43,"May 22","@","ARI","L,1-5",31,30,1,4,1,0,1,1,1,0,12,0,0,0,0,1,0,0,0.245,0.307,0.394,0.701,3,"14","R","Z.Greinke(83)","CHW","Away"
44,44,"May 23","@","ARI","L,4-5",39,36,4,10,1,0,3,4,3,1,7,0,0,0,0,1,0,0,0.246,0.307,0.398,0.705,8,"17","L","P.Corbin(48)","CHW","Away"
45,45,"May 24","@","ARI","L,6-8",39,36,6,11,1,0,2,5,3,0,10,0,0,0,0,2,0,0,0.248,0.308,0.4,0.709,6,"14","R","R.Delgado(52)","CHW","Away"
46,46,"May 26","","DET","W,8-2",41,36,8,14,2,0,2,8,4,0,5,1,0,0,1,3,0,0,0.251,0.312,0.405,0.717,9,"10","L","M.Boyd(35)","CHW","Home"
47,47,"May 27 (1)","","DET","W,3-0",32,31,3,9,0,1,0,2,1,0,4,0,0,0,0,2,0,0,0.252,0.312,0.404,0.716,5,"11","R","M.Fulmer(55)","CHW","Home"
48,48,"May 27 (2)","","DET","L,3-4",36,34,3,8,1,1,0,3,2,0,14,0,0,0,1,1,0,0,0.251,0.311,0.402,0.714,6,"10","R","B.Farmer(76)","CHW","Home"
49,49,"May 28","","DET","W,7-3",36,34,7,10,1,1,3,6,2,1,8,0,0,0,0,0,1,0,0.252,0.312,0.407,0.719,5,"9","R","J.Zimmermann(25)","CHW","Home"
50,50,"May 29","","BOS","W,5-4",33,28,5,5,1,1,1,5,3,0,10,2,0,0,0,1,1,0,0.251,0.312,0.407,0.719,4,"9","L","D.Price(53)","CHW","Home"
51,51,"May 30","","BOS","L,7-13",43,40,7,14,2,0,2,7,3,0,14,0,0,0,0,1,0,0,0.253,0.314,0.41,0.724,9,"10","L","C.Sale(32)","CHW","Home"
52,52,"May 31","","BOS","L,1-4",35,35,1,7,1,0,0,1,0,0,11,0,0,0,1,0,2,0,0.252,0.312,0.407,0.718,7,"10","L","D.Pomeranz(67)","CHW","Home"
53,53,"Jun 2","@","DET","L,5-15",36,34,5,8,4,0,0,5,1,0,5,0,0,1,1,1,0,0,0.252,0.31,0.406,0.716,4,"11","R","M.Fulmer(47)","CHW","Away"
54,54,"Jun 3","@","DET","L,1-10",35,33,1,9,1,0,0,1,2,0,9,0,0,0,0,3,0,0,0.252,0.311,0.404,0.715,7,"10","R","J.Zimmermann(57)","CHW","Away"
55,55,"Jun 4","@","DET","L,4-7",42,37,4,13,4,0,1,4,4,0,9,1,0,0,0,1,0,1,0.254,0.313,0.407,0.72,11,"10","R","J.Verlander(36)","CHW","Away"
56,56,"Jun 6","@","TBR","W,4-2",36,33,4,8,1,0,3,4,2,0,15,1,0,0,0,0,1,2,0.254,0.313,0.409,0.722,5,"9","R","C.Archer(70)","CHW","Away"
57,57,"Jun 7","@","TBR","L,1-3",32,30,1,4,1,0,0,1,2,0,8,0,0,0,0,0,1,1,0.252,0.311,0.405,0.716,4,"9","R","J.Faria(66)","CHW","Away"
58,58,"Jun 8","@","TBR","L,5-7",39,38,5,12,2,0,2,5,1,0,10,0,0,0,0,0,3,0,0.253,0.311,0.408,0.719,7,"11","R","J.Odorizzi(53)","CHW","Away"
59,59,"Jun 9","@","CLE","L,3-7",38,33,3,9,1,0,0,3,2,0,12,1,1,1,0,0,1,0,0.254,0.312,0.406,0.717,8,"11","R","C.Kluber(52)","CHW","Away"
60,60,"Jun 10","@","CLE","W,5-3",39,35,5,14,3,0,0,5,2,0,2,1,0,1,1,1,0,1,0.256,0.314,0.407,0.721,7,"10","R","J.Tomlin(26)","CHW","Away"
61,61,"Jun 11","@","CLE","L,2-4",35,32,2,8,2,0,0,2,2,0,10,1,0,0,0,2,0,1,0.256,0.314,0.406,0.72,6,"11","R","C.Carrasco(49)","CHW","Away"
62,62,"Jun 12","","BAL","W,10-7",40,37,10,14,2,1,2,10,2,0,7,0,0,1,0,0,1,0,0.258,0.315,0.41,0.725,6,"9","L","W.Miley(19)","CHW","Home"
63,63,"Jun 13","","BAL","W,6-1",36,31,6,8,1,0,1,6,4,0,1,1,0,0,0,1,0,0,0.258,0.316,0.41,0.726,6,"9","R","A.Asher(30)","CHW","Home"
64,64,"Jun 14","","BAL","L,6-10",40,35,6,10,1,0,2,5,3,0,6,1,0,1,0,0,0,0,0.259,0.316,0.411,0.727,7,"10","R","D.Bundy(38)","CHW","Home"
65,65,"Jun 15","","BAL","W,5-2",41,35,5,12,2,0,1,5,5,1,8,0,0,1,0,0,0,0,0.26,0.318,0.412,0.73,12,"10","R","C.Tillman(31)","CHW","Home"
66,66,"Jun 16","@","TOR","W,11-4",43,39,11,14,4,1,1,10,3,0,10,0,0,1,0,1,1,0,0.262,0.319,0.415,0.735,5,"9","R","J.Biagini(10)","CHW","Away"
67,67,"Jun 17","@","TOR","W,5-2",38,33,5,8,1,0,3,4,2,1,6,0,3,0,3,1,0,0,0.261,0.319,0.417,0.736,6,"9","R","M.Stroman(57)","CHW","Away"
68,68,"Jun 18","@","TOR","L,3-7",36,34,3,8,1,0,0,3,1,0,13,0,1,0,0,0,1,0,0.261,0.318,0.415,0.733,6,"10","L","J.Happ(55)","CHW","Away"
69,69,"Jun 20","@","MIN","L,7-9",48,43,7,16,4,1,3,7,4,1,8,0,1,0,1,0,0,0,0.263,0.32,0.42,0.741,14,"10","R","E.Santana(27)","CHW","Away"
70,70,"Jun 21","@","MIN","L,2-4",32,31,2,5,1,0,0,1,1,0,9,0,0,0,1,2,0,0,0.262,0.318,0.418,0.736,3,"9","R","J.Berrios(73)","CHW","Away"
71,71,"Jun 22","@","MIN","W,9-0",47,44,9,18,4,0,3,9,2,0,7,0,1,0,0,0,1,0,0.264,0.32,0.423,0.743,11,"11","L","N.Turley(20)","CHW","Away"
72,72,"Jun 23","","OAK","L,0-3",32,31,0,7,0,0,0,0,1,0,7,0,0,0,0,2,0,0,0.264,0.32,0.42,0.74,5,"10","R","J.Cotton(63)","CHW","Home"
73,73,"Jun 24","","OAK","L,2-10",35,33,2,5,1,0,0,2,1,0,9,0,0,1,3,1,0,0,0.262,0.318,0.417,0.735,6,"10","R","D.Gossett(62)","CHW","Home"
74,74,"Jun 25","","OAK","L,3-5",33,32,3,6,2,0,2,2,1,0,9,0,0,0,0,0,0,0,0.261,0.316,0.417,0.734,3,"11","R","S.Gray(69)","CHW","Home"
75,75,"Jun 26","","NYY","L,5-6",41,38,5,11,1,0,2,5,3,0,10,0,0,0,1,1,0,0,0.262,0.317,0.418,0.735,9,"10","L","J.Montgomery(70)","CHW","Home"
76,76,"Jun 27","","NYY","W,4-3",39,31,4,7,2,0,0,4,6,0,14,1,1,0,0,0,0,1,0.261,0.318,0.417,0.734,9,"11","R","L.Severino(73)","CHW","Home"
77,77,"Jun 28","","NYY","L,3-12",39,35,3,8,1,0,1,3,3,0,11,1,0,0,1,2,0,0,0.261,0.317,0.416,0.733,9,"11","R","M.Tanaka(55)","CHW","Home"
78,78,"Jun 29","","NYY","W,4-3",35,31,4,6,3,0,0,3,3,0,6,1,0,0,1,0,0,0,0.26,0.317,0.414,0.731,7,"9","R","L.Cessa(40)","CHW","Home"
79,79,"Jun 30","","TEX","W,8-7",38,38,8,14,2,0,3,8,0,0,5,0,0,0,0,1,0,0,0.262,0.318,0.418,0.735,5,"10","R","A.Bibens-Dirkx(39)","CHW","Home"
80,80,"Jul 1","","TEX","L,4-10",33,30,4,4,2,0,1,4,2,0,9,1,0,0,0,1,0,0,0.26,0.317,0.416,0.733,2,"10","L","C.Hamels(68)","CHW","Home"
81,81,"Jul 2","","TEX","W,6-5",34,25,6,5,1,0,2,6,7,0,8,1,0,1,0,2,1,1,0.26,0.317,0.417,0.734,4,"9","R","T.Ross(41)","CHW","Home"
82,82,"Jul 3","@","OAK","W,7-2",47,36,7,11,6,0,0,7,8,0,9,1,2,0,2,1,0,0,0.26,0.319,0.418,0.737,13,"10","R","J.Cotton(40)","CHW","Away"
83,83,"Jul 4","@","OAK","L,6-7",39,38,6,13,0,0,2,6,0,0,7,0,1,0,0,1,0,0,0.261,0.319,0.419,0.738,6,"11","R","D.Gossett(32)","CHW","Away"
84,84,"Jul 5","@","OAK","L,4-7",33,31,4,5,1,0,2,4,2,0,12,0,0,0,0,0,0,0,0.26,0.318,0.418,0.737,2,"9","R","S.Gray(61)","CHW","Away"
85,85,"Jul 7","@","COL","L,4-12",37,35,4,11,2,0,1,4,2,0,6,0,0,0,0,2,0,0,0.261,0.319,0.419,0.738,6,"17","R","G.Marquez(52)","CHW","Away"
86,86,"Jul 8","@","COL","W,5-4",37,32,5,9,0,3,1,5,3,0,3,1,0,1,0,0,0,1,0.261,0.319,0.42,0.739,5,"14","R","J.Hoffman(47)","CHW","Away"
87,87,"Jul 9","@","COL","L,0-10",31,26,0,1,0,0,0,0,3,0,9,1,1,0,0,1,0,0,0.259,0.318,0.417,0.735,4,"13","L","K.Freeland(87)","CHW","Away"
88,88,"Jul 14","","SEA","L,2-4",32,32,2,5,2,0,0,2,0,0,15,0,0,0,0,0,2,0,0.258,0.316,0.415,0.731,3,"9","L","J.Paxton(63)","CHW","Home"
89,89,"Jul 15","","SEA","L,3-4",39,35,3,8,2,0,1,2,2,0,9,2,0,0,2,1,1,0,0.258,0.316,0.414,0.73,9,"11","R","F.Hernandez(52)","CHW","Home"
90,90,"Jul 16","","SEA","L,6-7",41,37,6,9,2,0,3,6,3,0,7,0,1,0,0,1,0,0,0.258,0.316,0.416,0.732,5,"10","R","A.Moore(28)","CHW","Home"
91,91,"Jul 18","","LAD","L,0-1",35,33,0,8,0,0,0,0,1,0,8,0,0,0,0,1,1,0,0.257,0.315,0.414,0.729,8,"11","L","C.Kershaw(69)","CHW","Home"
92,92,"Jul 19","","LAD","L,1-9",27,26,1,6,1,0,1,1,1,0,4,0,0,0,0,1,0,0,0.257,0.315,0.414,0.729,5,"9","R","K.Maeda(55)","CHW","Home"
93,93,"Jul 21","@","KCR","L,6-7",41,38,6,10,2,1,0,5,3,1,11,0,0,0,1,1,0,0,0.257,0.315,0.413,0.728,5,"10","R","I.Kennedy(30)","CHW","Away"
94,94,"Jul 22","@","KCR","L,2-7",37,34,2,8,1,0,1,2,3,0,3,0,0,0,0,1,0,0,0.257,0.315,0.413,0.727,8,"11","L","J.Vargas(46)","CHW","Away"
95,95,"Jul 23","@","KCR","L,4-5",36,35,4,10,4,0,0,4,1,0,6,0,0,0,0,1,0,1,0.257,0.315,0.413,0.727,5,"10","L","T.Wood(37)","CHW","Away"
96,96,"Jul 24","@","CHC","W,3-1",38,37,3,10,1,0,2,3,1,0,12,0,0,0,0,0,0,0,0.258,0.314,0.413,0.727,8,"12","R","K.Hendricks(48)","CHW","Away"
97,97,"Jul 25","@","CHC","L,2-7",39,32,2,7,2,1,0,2,3,0,9,4,0,0,0,2,1,0,0.257,0.315,0.412,0.727,10,"15","R","J.Lackey(52)","CHW","Away"
98,98,"Jul 26","","CHC","L,3-8",33,30,3,5,1,0,2,3,2,0,10,0,0,1,0,1,0,0,0.256,0.314,0.412,0.726,3,"10","R","J.Arrieta(65)","CHW","Home"
99,99,"Jul 27","","CHC","L,3-6",33,32,3,5,0,0,3,3,1,0,6,0,0,0,0,0,0,0,0.255,0.313,0.413,0.725,3,"11","L","J.Lester(64)","CHW","Home"
100,100,"Jul 28","","CLE","L,3-9",39,33,3,6,1,0,1,3,6,0,12,0,0,0,1,1,0,1,0.255,0.313,0.411,0.724,9,"10","R","D.Salazar(64)","CHW","Home"
101,101,"Jul 29","","CLE","L,4-5",41,35,4,10,3,0,1,4,2,1,16,2,2,0,0,0,1,0,0.255,0.313,0.412,0.725,10,"11","R","C.Kluber(50)","CHW","Home"
102,102,"Jul 30","","CLE","W,3-1",31,29,3,4,1,0,2,3,1,0,10,1,0,0,1,1,0,0,0.254,0.312,0.412,0.724,3,"11","R","J.Tomlin(67)","CHW","Home"
103,103,"Jul 31","","TOR","W,7-6",40,36,7,10,1,0,2,7,2,0,6,1,0,1,1,0,1,0,0.254,0.312,0.412,0.725,7,"11","R","M.Estrada(69)","CHW","Home"
104,104,"Aug 1","","TOR","L,4-8",38,36,4,11,3,1,1,4,1,0,7,1,0,0,0,1,0,0,0.255,0.313,0.413,0.726,7,"10","R","M.Stroman(51)","CHW","Home"
105,105,"Aug 2","","TOR","L,1-5",38,35,1,8,0,1,0,1,3,0,14,0,0,0,0,0,0,0,0.255,0.312,0.412,0.725,10,"9","L","J.Happ(70)","CHW","Home"
106,106,"Aug 3","@","BOS","L,5-9",36,34,5,7,1,0,1,5,2,0,10,0,0,0,0,0,1,0,0.254,0.312,0.411,0.723,4,"10","R","R.Porcello(38)","CHW","Away"
107,107,"Aug 4","@","BOS","L,2-3",45,40,2,9,3,0,0,2,4,0,12,0,1,0,1,0,0,1,0.254,0.312,0.41,0.722,10,"10","L","E.Rodriguez(59)","CHW","Away"
108,108,"Aug 5","@","BOS","L,1-4",34,32,1,8,0,0,1,1,1,0,10,1,0,0,1,1,0,0,0.254,0.311,0.41,0.721,6,"9","L","D.Pomeranz(62)","CHW","Away"
109,109,"Aug 6","@","BOS","L,3-6",36,35,3,9,1,0,0,3,0,0,12,0,0,1,0,0,0,0,0.254,0.311,0.408,0.719,6,"9","R","D.Fister(52)","CHW","Away"
110,110,"Aug 8","","HOU","W,8-5",41,36,8,13,3,0,1,8,5,0,5,0,0,0,0,0,2,0,0.255,0.312,0.41,0.722,9,"9","L","D.Keuchel(9)","CHW","Home"
111,111,"Aug 9","","HOU","W,7-1",36,32,7,11,4,0,1,7,4,0,7,0,0,0,0,2,0,0,0.256,0.313,0.411,0.724,5,"9","R","C.McHugh(24)","CHW","Home"
112,112,"Aug 10","","HOU","W,3-2",47,41,3,11,2,0,1,3,4,1,14,1,1,0,1,0,1,0,0.256,0.313,0.411,0.724,14,"10","R","B.Peacock(59)","CHW","Home"
113,113,"Aug 11","","KCR","W,6-3",34,33,6,9,2,2,1,6,0,0,8,0,1,0,1,0,0,0,0.256,0.313,0.412,0.725,4,"9","L","D.Duffy(47)","CHW","Home"
114,114,"Aug 12","","KCR","L,4-5",36,33,4,9,3,0,2,4,2,0,9,1,0,0,0,1,1,1,0.256,0.313,0.413,0.726,5,"10","R","I.Kennedy(53)","CHW","Home"
115,115,"Aug 13","","KCR","L,6-14",41,36,6,9,4,0,1,6,3,0,11,2,0,0,1,1,0,0,0.256,0.314,0.413,0.727,8,"10","L","J.Vargas(53)","CHW","Home"
116,116,"Aug 15","@","LAD","L,1-6",34,32,1,6,1,0,1,1,1,0,7,0,1,0,0,0,0,0,0.255,0.313,0.412,0.725,6,"14","L","A.Wood(67)","CHW","Away"
117,117,"Aug 16","@","LAD","L,4-5",37,36,4,12,0,0,4,4,1,0,4,0,0,0,0,2,1,0,0.256,0.313,0.415,0.728,6,"15","R","Y.Darvish(45)","CHW","Away"
118,118,"Aug 17","@","TEX","L,8-9",43,37,8,10,2,1,2,8,6,0,7,0,0,0,1,1,2,0,0.256,0.314,0.416,0.73,8,"11","R","T.Ross(33)","CHW","Away"
119,119,"Aug 18","@","TEX","W,4-3",39,33,4,9,0,0,2,3,4,0,4,1,1,0,1,2,0,0,0.256,0.314,0.416,0.73,8,"9","R","A.Cashner(45)","CHW","Away"
120,120,"Aug 19","@","TEX","L,7-17",42,37,7,12,2,1,1,6,4,0,7,0,0,1,0,1,0,0,0.257,0.315,0.417,0.732,8,"10","L","M.Perez(35)","CHW","Away"
121,121,"Aug 20","@","TEX","W,3-2",38,34,3,9,2,0,0,3,3,0,7,1,0,0,0,2,0,0,0.257,0.315,0.416,0.731,8,"9","R","A.Griffin(43)","CHW","Away"
122,122,"Aug 21 (1)","","MIN","W,7-6",34,28,7,6,1,0,2,7,4,0,8,1,0,1,0,1,1,0,0.257,0.315,0.417,0.732,3,"9","R","T.Melville(33)","CHW","Home"
