"Rk","Gtm","Date","Var.4","Opp","Rslt","PA","AB","R","H","X2B","X3B","HR","RBI","BB","IBB","SO","HBP","SH","SF","ROE","GDP","SB","CS","BA","OBP","SLG","OPS","LOB","X.","Thr","Opp..Starter..GmeSc.","Team","Field"
7,7,"Apr 10","","LAD","W,3-2",39,32,3,6,2,0,0,3,7,1,10,0,0,0,0,0,1,0,0.251,0.345,0.367,0.711,10,"17","L","A.Wood(48)","CHC","Home"
8,8,"Apr 12","","LAD","L,0-2",32,28,0,5,0,0,0,0,3,0,9,0,1,0,1,3,1,1,0.244,0.336,0.348,0.684,5,"13","R","B.McCarthy(65)","CHC","Home"
9,9,"Apr 13","","LAD","W,4-0",34,29,4,8,1,0,2,4,4,1,9,1,0,0,0,1,0,0,0.247,0.341,0.364,0.705,6,"14","L","H.Ryu(39)","CHC","Home"
10,10,"Apr 14","","PIT","L,2-4",40,35,2,7,3,0,0,2,3,0,7,2,0,0,1,0,2,0,0.242,0.337,0.356,0.692,11,"16","R","G.Cole(56)","CHC","Home"
11,11,"Apr 15","","PIT","L,7-8",41,37,7,9,3,1,2,7,3,0,11,1,0,0,1,0,0,1,0.242,0.335,0.374,0.709,7,"14","R","T.Glasnow(40)","CHC","Home"
12,12,"Apr 16","","PIT","L,1-6",36,33,1,7,2,0,0,1,3,0,7,0,0,0,1,1,0,0,0.24,0.33,0.366,0.696,8,"14","R","J.Taillon(64)","CHC","Home"
13,13,"Apr 17","","MIL","L,3-6",37,34,3,9,1,0,0,3,3,0,11,0,0,0,0,1,1,0,0.242,0.33,0.36,0.69,7,"13","R","C.Anderson(47)","CHC","Home"
14,14,"Apr 18","","MIL","W,9-7",40,36,9,14,3,1,2,8,3,1,6,0,1,0,0,1,1,0,0.253,0.338,0.385,0.723,7,"17","R","J.Nelson(24)","CHC","Home"
15,15,"Apr 19","","MIL","W,7-4",40,36,7,9,1,0,2,7,4,0,12,0,0,0,1,0,2,0,0.252,0.337,0.389,0.726,7,"18","L","T.Milone(62)","CHC","Home"
16,16,"Apr 21","@","CIN","W,6-5",48,41,6,10,2,0,3,6,4,0,11,2,0,1,0,0,0,0,0.252,0.336,0.398,0.735,9,"18","R","T.Adleman(61)","CHC","Away"
17,17,"Apr 22","@","CIN","W,12-8",45,36,12,9,3,1,3,12,8,1,13,1,0,0,0,0,0,0,0.252,0.341,0.413,0.753,6,"14","L","C.Reed(18)","CHC","Away"
18,18,"Apr 23","@","CIN","L,5-7",35,35,5,9,1,0,1,5,0,0,10,0,0,0,0,1,0,0,0.252,0.337,0.41,0.747,3,"12","R","B.Arroyo(65)","CHC","Away"
19,19,"Apr 24","@","PIT","W,14-3",52,42,14,17,4,0,1,11,9,2,4,0,0,1,0,1,1,0,0.262,0.348,0.421,0.768,11,"14","R","C.Kuhl(0)","CHC","Away"
20,20,"Apr 25","@","PIT","W,1-0",31,29,1,2,1,0,0,0,2,0,10,0,0,0,1,0,1,1,0.254,0.339,0.407,0.747,3,"14","R","G.Cole(79)","CHC","Away"
21,21,"Apr 26","@","PIT","L,5-6",45,38,5,12,3,0,1,5,6,0,7,1,0,0,1,1,0,1,0.257,0.344,0.411,0.754,13,"15","R","T.Glasnow(36)","CHC","Away"
22,22,"Apr 28","@","BOS","L,4-5",41,38,4,11,1,0,2,3,3,0,14,0,0,0,1,1,0,0,0.258,0.344,0.414,0.757,10,"12","L","D.Pomeranz(57)","CHC","Away"
23,23,"Apr 29","@","BOS","W,7-4",41,38,7,10,3,0,3,6,3,0,6,0,0,0,2,1,0,0,0.259,0.342,0.422,0.764,7,"10","R","S.Wright(42)","CHC","Away"
24,24,"Apr 30","@","BOS","L,2-6",36,32,2,5,1,0,1,1,4,0,9,0,0,0,0,0,0,0,0.255,0.339,0.416,0.755,7,"9","L","E.Rodriguez(65)","CHC","Away"
25,25,"May 1","","PHI","L,2-10",35,30,2,4,0,0,1,2,3,0,6,1,0,1,1,0,0,0,0.251,0.335,0.41,0.745,6,"15","R","V.Velasquez(60)","CHC","Home"
26,26,"May 2","","PHI","W,8-3",39,33,8,11,1,2,3,8,5,0,3,1,0,0,0,1,0,0,0.254,0.339,0.423,0.761,7,"15","R","J.Hellickson(22)","CHC","Home"
27,27,"May 3","","PHI","W,5-4",37,32,5,9,1,0,0,5,5,0,6,0,0,0,0,1,1,0,0.255,0.34,0.419,0.759,8,"16","R","J.Eickhoff(46)","CHC","Home"
28,28,"May 4","","PHI","W,5-4",54,45,5,13,4,0,1,4,5,3,5,1,2,1,0,1,0,0,0.256,0.341,0.42,0.761,11,"20","R","Z.Eflin(48)","CHC","Home"
29,29,"May 5","","NYY","L,2-3",35,32,2,4,0,0,2,2,2,0,10,1,0,0,2,0,0,1,0.252,0.337,0.417,0.754,6,"15","R","M.Pineda(63)","CHC","Home"
30,30,"May 6","","NYY","L,6-11",40,35,6,7,2,2,0,5,5,0,6,0,0,0,1,0,0,0,0.25,0.336,0.415,0.751,7,"12","L","J.Montgomery(57)","CHC","Home"
31,31,"May 7","","NYY","L,4-5",76,65,4,11,3,0,1,4,10,4,26,1,0,0,0,1,1,0,0.246,0.333,0.406,0.739,18,"22","R","L.Severino(73)","CHC","Home"
32,32,"May 9 (1)","@","COL","L,4-10",39,34,4,8,2,0,0,4,5,0,5,0,0,0,0,1,0,0,0.245,0.333,0.403,0.736,8,"13","R","A.Senzatela(55)","CHC","Away"
33,33,"May 9 (2)","@","COL","W,8-1",41,36,8,8,0,0,2,7,5,0,9,0,0,0,1,0,0,0,0.245,0.333,0.403,0.735,6,"12","L","K.Freeland(50)","CHC","Away"
34,34,"May 10","@","COL","L,0-3",31,30,0,3,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0.241,0.328,0.396,0.724,4,"13","R","G.Marquez(83)","CHC","Away"
35,35,"May 12","@","STL","W,3-2",39,33,3,6,1,0,3,3,5,0,8,0,1,0,1,0,0,0,0.239,0.327,0.398,0.725,9,"15","R","M.Leake(56)","CHC","Away"
36,36,"May 13","@","STL","L,3-5",37,33,3,6,2,0,1,3,4,0,9,0,0,0,1,0,0,0,0.238,0.326,0.397,0.722,7,"14","R","C.Martinez(55)","CHC","Away"
37,37,"May 14","@","STL","L,0-5",33,29,0,4,1,0,0,0,4,0,7,0,0,0,0,2,0,0,0.236,0.324,0.392,0.715,6,"12","R","A.Wainwright(68)","CHC","Away"
38,38,"May 16","","CIN","W,9-5",40,36,9,13,3,0,4,9,4,1,4,0,0,0,0,1,0,0,0.239,0.326,0.402,0.728,7,"16","R","B.Arroyo(30)","CHC","Home"
39,39,"May 17","","CIN","W,7-5",37,29,7,6,1,0,0,7,6,0,9,1,1,0,1,1,0,0,0.238,0.327,0.399,0.726,6,"16","R","S.Feldman(25)","CHC","Home"
40,40,"May 18","","CIN","W,9-5",41,31,9,9,1,0,2,9,9,1,7,0,0,1,2,3,0,0,0.24,0.33,0.401,0.731,8,"14","L","A.Garrett(29)","CHC","Home"
41,41,"May 19","","MIL","L,3-6",35,33,3,6,1,0,0,3,1,0,10,0,1,0,1,0,0,0,0.238,0.327,0.397,0.724,5,"15","R","P.Espino(45)","CHC","Home"
42,42,"May 21","","MIL","W,13-6",44,35,13,14,6,0,4,10,4,0,5,3,0,2,1,2,0,0,0.242,0.331,0.409,0.74,7,"12","R","C.Anderson(23)","CHC","Home"
43,43,"May 22","","SFG","L,4-6",36,35,4,11,0,2,2,4,0,0,4,1,0,0,0,1,0,1,0.244,0.331,0.413,0.745,5,"16","L","T.Blach(52)","CHC","Home"
44,44,"May 23","","SFG","W,4-1",29,28,4,5,0,0,3,4,1,0,10,0,0,0,0,0,0,0,0.243,0.329,0.415,0.744,1,"10","R","J.Cueto(53)","CHC","Home"
45,45,"May 24","","SFG","W,5-4",36,28,5,8,1,1,2,4,5,1,6,0,1,2,0,2,0,0,0.243,0.33,0.418,0.749,7,"14","L","M.Moore(45)","CHC","Home"
46,46,"May 25","","SFG","W,5-1",33,32,5,9,1,0,3,3,1,0,10,0,0,0,0,1,0,0,0.244,0.33,0.422,0.752,4,"11","R","J.Samardzija(60)","CHC","Home"
47,47,"May 26","@","LAD","L,0-4",31,27,0,2,0,0,0,0,3,0,10,1,0,0,0,1,0,1,0.241,0.327,0.416,0.744,4,"11","L","A.Wood(69)","CHC","Away"
48,48,"May 27","@","LAD","L,0-5",32,30,0,3,0,0,0,0,1,0,8,1,0,0,1,0,0,0,0.239,0.324,0.41,0.735,5,"13","R","B.McCarthy(73)","CHC","Away"
49,49,"May 28","@","LAD","L,4-9",42,37,4,11,0,0,3,4,3,0,12,0,2,0,1,0,0,0,0.24,0.325,0.413,0.738,11,"16","L","C.Kershaw(29)","CHC","Away"
50,50,"May 29","@","SDP","L,2-5",40,28,2,3,0,1,0,2,10,0,6,2,0,0,0,2,0,0,0.238,0.326,0.41,0.736,11,"15","R","J.Cosart(45)","CHC","Away"
51,51,"May 30","@","SDP","L,2-6",38,33,2,6,3,0,1,2,3,0,13,2,0,0,0,0,0,0,0.237,0.325,0.409,0.734,9,"15","R","D.Lamet(56)","CHC","Away"
52,52,"May 31","@","SDP","L,1-2",33,29,1,2,1,0,0,0,2,0,5,2,0,0,1,0,1,0,0.234,0.323,0.404,0.727,5,"13","R","L.Perdomo(73)","CHC","Away"
53,53,"Jun 2","","STL","W,3-2",33,27,3,5,3,0,1,3,5,1,8,0,0,1,0,1,0,0,0.233,0.323,0.404,0.726,6,"15","R","L.Lynn(58)","CHC","Home"
54,54,"Jun 3","","STL","W,5-3",32,28,5,6,0,0,2,5,1,0,5,2,1,0,0,0,0,0,0.233,0.322,0.404,0.726,3,"14","R","M.Leake(46)","CHC","Home"
55,55,"Jun 4","","STL","W,7-6",37,31,7,9,1,0,2,6,6,0,9,0,0,0,0,0,0,0,0.234,0.324,0.406,0.73,6,"18","R","M.Wacha(28)","CHC","Home"
56,56,"Jun 5","","MIA","W,3-1",30,29,3,6,1,0,2,3,0,0,5,0,1,0,0,0,0,0,0.234,0.322,0.407,0.729,3,"11","R","D.Straily(58)","CHC","Home"
57,57,"Jun 6","","MIA","W,10-2",42,35,10,11,5,0,1,10,6,0,7,0,1,0,1,0,0,0,0.235,0.324,0.409,0.733,8,"14","L","J.Locke(41)","CHC","Home"
58,58,"Jun 7","","MIA","L,5-6",41,35,5,8,3,0,2,5,5,0,9,1,0,0,0,0,0,0,0.235,0.324,0.41,0.735,9,"14","R","J.Urena(51)","CHC","Home"
59,59,"Jun 8","","COL","L,1-4",33,30,1,5,0,0,1,1,3,0,5,0,0,0,0,2,0,0,0.234,0.323,0.408,0.731,5,"14","R","T.Chatwood(62)","CHC","Home"
60,60,"Jun 9","","COL","L,3-5",41,29,3,3,0,0,0,2,9,0,12,2,0,0,0,1,0,0,0.232,0.323,0.404,0.727,11,"16","R","G.Marquez(51)","CHC","Home"
61,61,"Jun 10","","COL","L,1-9",34,32,1,5,0,0,0,1,1,0,11,1,0,0,0,0,0,0,0.231,0.322,0.4,0.722,6,"17","R","J.Hoffman(68)","CHC","Home"
62,62,"Jun 11","","COL","W,7-5",37,35,7,12,3,0,4,7,2,0,9,0,0,0,0,1,0,0,0.233,0.323,0.406,0.729,6,"15","R","A.Senzatela(36)","CHC","Home"
63,63,"Jun 12","@","NYM","L,1-6",33,29,1,5,1,0,1,1,4,1,6,0,0,0,1,4,0,0,0.232,0.322,0.405,0.727,5,"13","R","J.deGrom(75)","CHC","Away"
64,64,"Jun 13","@","NYM","W,14-3",49,40,14,15,3,0,5,14,9,1,13,0,0,0,0,2,2,0,0.235,0.325,0.413,0.738,8,"13","R","Z.Wheeler(11)","CHC","Away"
65,65,"Jun 14","@","NYM","L,4-9",37,36,4,9,0,0,3,4,1,0,11,0,0,0,0,0,0,0,0.235,0.324,0.414,0.739,6,"15","R","M.Harvey(42)","CHC","Away"
66,66,"Jun 16","@","PIT","W,9-5",41,37,9,11,6,0,0,8,4,1,8,0,0,0,0,0,0,0,0.236,0.325,0.415,0.74,5,"15","R","T.Williams(48)","CHC","Away"
67,67,"Jun 17","@","PIT","L,3-4",35,31,3,7,1,0,2,3,3,0,7,0,1,0,0,1,0,1,0.236,0.325,0.415,0.74,5,"16","R","I.Nova(57)","CHC","Away"
68,68,"Jun 18","@","PIT","W,7-1",40,37,7,13,5,0,2,7,1,0,9,0,2,0,0,0,0,0,0.238,0.325,0.419,0.744,6,"14","R","J.Taillon(38)","CHC","Away"
69,69,"Jun 19","","SDP","W,3-2",31,25,3,7,2,1,1,2,4,0,5,0,1,1,0,3,0,0,0.238,0.326,0.421,0.746,4,"14","L","C.Richard(55)","CHC","Home"
70,70,"Jun 20","","SDP","W,4-0",35,29,4,9,1,0,2,4,4,2,7,2,0,0,0,3,1,0,0.239,0.327,0.422,0.749,7,"14","R","J.Chacin(57)","CHC","Home"
71,71,"Jun 21","","SDP","L,2-3",30,28,2,2,1,0,1,2,2,0,5,0,0,0,0,1,0,0,0.237,0.325,0.42,0.745,1,"17","R","M.Diaz(55)","CHC","Home"
72,72,"Jun 22","@","MIA","W,11-1",46,42,11,16,5,0,3,11,4,1,10,0,0,0,0,0,2,0,0.239,0.327,0.425,0.752,8,"13","L","J.Locke(27)","CHC","Away"
73,73,"Jun 23","@","MIA","L,0-2",34,30,0,6,1,0,0,0,4,0,7,0,0,0,0,3,0,0,0.239,0.326,0.423,0.749,7,"12","R","J.Urena(62)","CHC","Away"
74,74,"Jun 24","@","MIA","W,5-3",37,35,5,11,4,0,0,5,1,0,10,0,1,0,0,1,0,0,0.24,0.327,0.423,0.749,5,"12","L","J.Nicolino(42)","CHC","Away"
75,75,"Jun 25","@","MIA","L,2-4",40,30,2,8,0,0,0,2,7,0,7,0,1,2,0,1,1,1,0.24,0.327,0.421,0.748,11,"13","R","E.Volquez(48)","CHC","Away"
76,76,"Jun 26","@","WSN","W,5-4",42,34,5,9,2,0,1,5,6,2,11,1,1,0,0,1,1,1,0.241,0.328,0.421,0.749,10,"19","L","G.Gonzalez(67)","CHC","Away"
77,77,"Jun 27","@","WSN","L,1-6",30,28,1,2,1,1,0,1,1,0,7,1,0,0,0,1,0,0,0.239,0.326,0.418,0.744,2,"14","R","M.Scherzer(70)","CHC","Away"
78,78,"Jun 28","@","WSN","L,4-8",35,33,4,6,2,0,2,3,2,0,15,0,0,0,1,1,0,0,0.238,0.325,0.418,0.743,4,"14","R","S.Strasburg(71)","CHC","Away"
79,79,"Jun 29","@","WSN","W,5-4",38,34,5,8,2,0,1,5,3,1,8,1,0,0,0,0,1,0,0.238,0.325,0.418,0.743,6,"17","R","J.Ross(60)","CHC","Away"
80,80,"Jun 30","@","CIN","L,0-5",32,30,0,3,0,0,0,0,2,0,7,0,0,0,1,1,0,0,0.236,0.323,0.414,0.737,5,"12","R","S.Feldman(78)","CHC","Away"
81,81,"Jul 1","@","CIN","L,3-5",36,33,3,8,2,0,2,3,2,0,10,1,0,0,0,1,0,1,0.237,0.323,0.415,0.738,6,"17","R","J.Stephens(50)","CHC","Away"
82,82,"Jul 2","@","CIN","W,6-2",40,36,6,11,2,0,3,6,3,0,8,1,0,0,1,1,1,1,0.237,0.324,0.418,0.741,7,"14","R","T.Adleman(47)","CHC","Away"
83,83,"Jul 4","","TBR","L,5-6",42,36,5,11,0,1,0,5,6,0,11,0,0,0,0,1,0,0,0.238,0.325,0.417,0.742,10,"15","R","C.Archer(49)","CHC","Home"
84,84,"Jul 5","","TBR","W,7-3",39,31,7,10,2,0,1,7,6,1,7,1,1,0,0,0,0,0,0.239,0.326,0.418,0.744,8,"15","L","B.Snell(60)","CHC","Home"
85,85,"Jul 6","","MIL","L,2-11",33,31,2,6,1,0,1,2,0,0,6,2,0,0,0,2,0,0,0.239,0.325,0.417,0.742,4,"17","R","Z.Davies(57)","CHC","Home"
86,86,"Jul 7","","PIT","W,6-1",39,33,6,10,1,1,3,6,5,0,5,0,1,0,2,1,1,0,0.24,0.326,0.419,0.746,9,"16","R","T.Williams(38)","CHC","Home"
87,87,"Jul 8","","PIT","L,2-4",33,31,2,4,1,0,2,2,2,0,8,0,0,0,1,1,0,0,0.238,0.325,0.419,0.743,4,"13","R","I.Nova(65)","CHC","Home"
88,88,"Jul 9","","PIT","L,3-14",40,35,3,11,4,0,0,3,5,0,5,0,0,0,0,3,0,0,0.239,0.326,0.419,0.744,10,"16","R","C.Kuhl(52)","CHC","Home"
89,89,"Jul 14","@","BAL","W,9-8",38,36,9,10,3,0,5,9,2,0,11,0,0,0,0,0,0,1,0.24,0.325,0.423,0.749,2,"9","R","K.Gausman(17)","CHC","Away"
90,90,"Jul 15","@","BAL","W,10-3",45,41,10,16,2,1,3,10,4,1,6,0,0,0,0,2,1,0,0.242,0.327,0.427,0.754,8,"9","L","W.Miley(18)","CHC","Away"
91,91,"Jul 16","@","BAL","W,8-0",43,40,8,15,3,0,2,8,3,0,6,0,0,0,0,1,1,0,0.243,0.328,0.429,0.757,8,"9","R","U.Jimenez(16)","CHC","Away"
92,92,"Jul 17","@","ATL","W,4-3",40,36,4,9,4,0,1,4,4,0,10,0,0,0,1,0,3,0,0.244,0.328,0.429,0.758,9,"12","R","J.Teheran(55)","CHC","Away"
93,93,"Jul 18","@","ATL","W,5-1",41,34,5,8,0,0,2,5,4,0,6,2,1,0,1,1,0,0,0.243,0.328,0.429,0.758,9,"15","L","S.Newcomb(34)","CHC","Away"
94,94,"Jul 19","@","ATL","W,8-2",41,38,8,13,4,0,3,8,3,0,7,0,0,0,1,1,0,1,0.245,0.329,0.432,0.761,6,"17","R","R.Dickey(52)","CHC","Away"
95,95,"Jul 21","","STL","L,4-11",40,38,4,12,1,0,1,4,1,0,6,0,0,1,2,2,1,0,0.245,0.329,0.432,0.761,9,"16","R","C.Martinez(44)","CHC","Home"
96,96,"Jul 22","","STL","W,3-2",31,30,3,6,2,1,0,3,1,1,3,0,0,0,1,0,0,1,0.245,0.328,0.431,0.759,4,"12","R","A.Wainwright(66)","CHC","Home"
97,97,"Jul 23","","STL","W,5-3",31,30,5,6,3,0,2,5,0,0,9,1,0,0,0,0,0,0,0.245,0.327,0.432,0.759,2,"14","R","M.Wacha(46)","CHC","Home"
98,98,"Jul 24","","CHW","L,1-3",40,35,1,9,2,0,0,1,4,1,5,1,0,0,0,1,0,0,0.245,0.328,0.431,0.758,12,"15","R","M.Gonzalez(60)","CHC","Home"
99,99,"Jul 25","","CHW","W,7-2",44,33,7,10,4,0,1,7,9,1,17,1,0,1,0,0,3,0,0.245,0.329,0.431,0.76,13,"15","L","C.Rodon(40)","CHC","Home"
100,100,"Jul 26","@","CHW","W,8-3",46,37,8,10,2,0,1,8,8,1,8,0,0,1,2,1,1,0,0.246,0.33,0.431,0.761,11,"9","R","J.Shields(37)","CHC","Away"
101,101,"Jul 27","@","CHW","W,6-3",37,33,6,9,1,1,3,6,2,0,7,1,0,1,0,1,1,1,0.246,0.33,0.433,0.763,4,"9","R","M.Pelfrey(36)","CHC","Away"
102,102,"Jul 28","@","MIL","L,1-2",33,30,1,5,0,0,1,1,3,0,7,0,0,0,0,2,0,0,0.245,0.329,0.432,0.761,5,"14","L","B.Suter(73)","CHC","Away"
103,103,"Jul 29","@","MIL","W,2-1",46,37,2,6,0,0,1,2,7,0,17,2,0,0,1,1,0,1,0.244,0.329,0.43,0.759,11,"18","R","J.Guerra(57)","CHC","Away"
104,104,"Jul 30","@","MIL","W,4-2",37,35,4,9,1,0,2,4,1,1,9,0,1,0,0,0,0,0,0.244,0.328,0.43,0.758,6,"14","R","Z.Davies(57)","CHC","Away"
105,105,"Aug 1","","ARI","W,16-4",45,40,16,17,2,0,5,16,4,0,6,0,0,1,2,1,0,0,0.246,0.33,0.435,0.765,5,"13","L","P.Corbin(11)","CHC","Home"
106,106,"Aug 2","","ARI","L,0-3",31,29,0,3,0,0,0,0,2,0,9,0,0,0,0,1,0,0,0.245,0.329,0.432,0.761,4,"13","R","Z.Godley(69)","CHC","Home"
107,107,"Aug 3","","ARI","L,8-10",43,37,8,11,1,1,2,7,6,0,15,0,0,0,0,1,1,0,0.246,0.329,0.433,0.763,8,"17","R","Z.Greinke(38)","CHC","Home"
108,108,"Aug 4","","WSN","L,2-4",36,31,2,6,1,0,1,2,4,0,7,1,0,0,0,2,0,0,0.245,0.329,0.432,0.761,7,"12","R","T.Roark(56)","CHC","Home"
109,109,"Aug 5","","WSN","W,7-4",34,32,7,9,2,0,2,7,2,0,14,0,0,0,0,0,2,0,0.246,0.329,0.433,0.762,3,"15","R","E.Jackson(47)","CHC","Home"
110,110,"Aug 6","","WSN","L,4-9",38,34,4,10,2,0,3,4,4,2,10,0,0,0,0,2,1,1,0.246,0.33,0.435,0.764,7,"13","R","E.Fedde(39)","CHC","Home"
111,111,"Aug 7","@","SFG","W,5-3",41,38,5,12,0,1,1,4,2,0,8,1,0,0,0,1,1,1,0.247,0.33,0.435,0.765,9,"13","L","M.Moore(42)","CHC","Away"
112,112,"Aug 8","@","SFG","L,3-6",37,33,3,8,2,0,0,3,2,0,4,0,1,1,1,1,0,0,0.247,0.329,0.434,0.763,7,"15","L","T.Blach(57)","CHC","Away"
113,113,"Aug 9","@","SFG","L,1-3",34,33,1,6,0,0,1,1,1,0,8,0,0,0,0,0,0,0,0.246,0.328,0.432,0.761,6,"15","L","M.Bumgarner(69)","CHC","Away"
114,114,"Aug 11","@","ARI","W,8-3",42,34,8,11,0,0,2,7,5,0,6,2,1,0,0,2,1,0,0.247,0.33,0.433,0.762,7,"17","R","T.Walker(38)","CHC","Away"
115,115,"Aug 12","@","ARI","L,2-6",40,37,2,9,1,0,0,2,2,0,10,0,1,0,2,0,0,0,0.247,0.329,0.431,0.76,11,"14","L","P.Corbin(71)","CHC","Away"
116,116,"Aug 13","@","ARI","W,7-2",43,36,7,9,2,0,3,6,5,1,12,1,1,0,0,0,0,0,0.247,0.329,0.433,0.762,9,"16","R","Z.Godley(57)","CHC","Away"
117,117,"Aug 14","","CIN","W,15-5",49,41,15,17,3,1,3,15,4,1,8,3,0,1,1,0,0,0,0.249,0.331,0.436,0.767,10,"13","R","A.Wojciechowski(18)","CHC","Home"
118,118,"Aug 15","","CIN","L,1-2",38,32,1,7,0,0,0,1,4,0,11,1,1,0,0,0,0,0,0.248,0.331,0.434,0.765,10,"16","R","L.Castillo(73)","CHC","Home"
119,119,"Aug 16","","CIN","W,7-6",38,32,7,8,3,0,1,6,6,0,13,0,0,0,0,1,1,1,0.248,0.331,0.434,0.766,5,"16","R","H.Bailey(36)","CHC","Home"
120,120,"Aug 17","","CIN","L,10-13",42,38,10,13,3,1,6,10,2,0,10,1,0,1,0,0,0,0,0.249,0.332,0.439,0.771,5,"16","R","S.Feldman(24)","CHC","Home"
121,121,"Aug 18","","TOR","W,7-4",38,35,7,13,3,0,1,7,3,1,11,0,0,0,0,0,1,1,0.25,0.333,0.44,0.772,7,"13","L","J.Happ(35)","CHC","Home"
122,122,"Aug 19","","TOR","W,4-3",35,29,4,8,1,0,1,4,4,1,8,1,1,0,0,1,0,0,0.251,0.333,0.44,0.773,7,"14","R","N.Tepesch(43)","CHC","Home"
123,123,"Aug 20","","TOR","W,6-5",43,38,6,8,2,0,0,5,3,0,10,2,0,0,0,0,2,0,0.25,0.333,0.438,0.771,9,"19","R","M.Estrada(53)","CHC","Home"
124,124,"Aug 22","@","CIN","W,13-9",50,38,13,13,2,0,0,11,9,0,7,2,0,1,0,0,0,0,0.251,0.334,0.438,0.772,10,"17","R","H.Bailey(58)","CHC","Away"
125,125,"Aug 23","@","CIN","W,9-3",43,36,9,10,1,0,2,8,6,0,11,0,0,0,0,1,0,0,0.251,0.335,0.438,0.773,7,"13","R","A.Wojciechowski(18)","CHC","Away"
126,126,"Aug 24","@","CIN","L,2-4",36,32,2,7,2,0,1,2,4,1,11,0,0,0,0,1,0,1,0.251,0.334,0.437,0.772,7,"15","R","S.Romano(61)","CHC","Away"
127,127,"Aug 25","@","PHI","L,1-7",39,36,1,9,1,0,1,1,3,0,14,0,0,0,0,0,0,0,0.251,0.334,0.437,0.771,11,"14","R","J.Eickhoff(58)","CHC","Away"
128,128,"Aug 26","@","PHI","W,17-2",47,41,17,14,3,0,6,17,5,0,9,1,0,0,0,0,0,0,0.252,0.335,0.441,0.776,3,"13","R","B.Lively(39)","CHC","Away"
129,129,"Aug 27","@","PHI","L,3-6",37,33,3,7,0,0,0,3,4,0,7,0,0,0,2,0,0,0,0.252,0.335,0.439,0.774,7,"16","R","N.Pivetta(46)","CHC","Away"
130,130,"Aug 28","","PIT","W,6-1",39,34,6,11,3,0,0,4,4,2,7,0,0,1,1,1,1,0,0.252,0.335,0.439,0.774,9,"13","R","T.Williams(48)","CHC","Home"
131,131,"Aug 29","","PIT","W,4-1",34,29,4,8,2,0,1,4,4,1,10,0,0,1,0,1,0,1,0.252,0.335,0.439,0.774,6,"15","R","C.Kuhl(46)","CHC","Home"
132,132,"Aug 30","","PIT","W,17-3",47,45,17,20,4,0,4,16,1,0,9,1,0,0,1,0,2,0,0.254,0.336,0.443,0.779,6,"16","R","I.Nova(35)","CHC","Home"
133,133,"Aug 31","","ATL","W,6-2",41,35,6,11,1,1,1,6,5,0,9,0,1,0,1,0,0,0,0.255,0.337,0.443,0.78,11,"14","L","S.Newcomb(45)","CHC","Home"
134,134,"Sep 1","","ATL","W,2-0",34,27,2,5,1,0,0,2,6,1,4,0,1,0,0,1,1,0,0.254,0.337,0.442,0.778,8,"14","R","M.Foltynewicz(54)","CHC","Home"
135,135,"Sep 2","","ATL","W,14-12",44,35,14,12,1,1,3,13,6,0,7,2,1,0,1,1,0,0,0.255,0.338,0.443,0.781,6,"19","R","L.Sims(19)","CHC","Home"
136,136,"Sep 3","","ATL","L,1-5",33,30,1,5,0,0,1,1,3,0,10,0,0,0,0,1,0,1,0.254,0.337,0.442,0.78,5,"17","L","M.Fried(56)","CHC","Home"
137,137,"Sep 4","@","PIT","L,0-12",35,33,0,7,3,0,0,0,2,0,10,0,0,0,0,0,0,0,0.254,0.337,0.441,0.778,8,"16","R","C.Kuhl(75)","CHC","Away"
138,138,"Sep 5","@","PIT","L,3-4",38,34,3,8,1,0,0,3,2,0,3,1,0,1,0,0,0,0,0.254,0.337,0.44,0.777,8,"11","L","S.Brault(37)","CHC","Away"
139,139,"Sep 6","@","PIT","W,1-0",34,29,1,3,0,1,0,1,5,0,10,0,0,0,0,1,1,0,0.253,0.336,0.438,0.774,6,"17","R","G.Cole(82)","CHC","Away"
140,140,"Sep 7","@","PIT","W,8-2",42,37,8,13,7,0,1,8,3,0,8,0,1,1,0,1,0,0,0.254,0.336,0.44,0.776,7,"15","R","J.Taillon(20)","CHC","Away"
141,141,"Sep 8","","MIL","L,0-2",35,31,0,5,1,0,0,0,3,0,12,1,0,0,0,1,1,0,0.253,0.336,0.438,0.774,8,"15","R","J.Nelson(64)","CHC","Home"
142,142,"Sep 9","","MIL","L,2-15",35,33,2,6,1,0,1,2,2,0,9,0,0,0,0,0,0,0,0.253,0.335,0.437,0.772,6,"20","R","C.Anderson(69)","CHC","Home"
143,143,"Sep 10","","MIL","L,1-3",35,33,1,8,1,0,0,1,1,0,11,0,1,0,0,1,1,0,0.253,0.335,0.436,0.771,7,"15","R","Z.Davies(64)","CHC","Home"
144,144,"Sep 12","","NYM","W,8-3",40,29,8,11,2,0,3,8,8,0,7,0,2,1,0,2,0,2,0.253,0.336,0.438,0.774,8,"15","R","R.Gsellman(35)","CHC","Home"
145,145,"Sep 13","","NYM","W,17-5",51,38,17,16,3,1,2,17,11,1,9,0,2,0,1,0,0,0,0.255,0.338,0.44,0.778,10,"18","R","M.Harvey(24)","CHC","Home"
